country_code,region_country_area,year,series,value,notes,source
804,Ukraine,2020,Total refugees and people in refugee-like situations (number),2218.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2020,"Asylum seekers, including pending cases (number)",2271.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2020,Other of concern to UNHCR (number),2449642.0,The IDP figure has been aligned to the inter-agency methodology as defined in the 2020 Humanitarian Needs Overview. Figure of others of concern relates to persons who have specific protection needs and live in non-government-controlled areas or within 20km of the contact line in government-controlled areas.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2020,Total population of concern to UNHCR (number),2454131.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2023,Total refugees and people in refugee-like situations (number),2532.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2023,"Asylum seekers, including pending cases (number)",460.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2023,Other of concern to UNHCR (number),6745494.0,"The number of stateless persons is an extrapolation of the 2001 census figure of persons who self-declared as not having a nationality. It also includes 6,176 persons who are registered as stateless with the Ministry of the Interior of Ukraine.;The others of concern figure at mid-2023 corresponds to the number of conflict-affected, non-displaced people assisted by UNHCR during the year.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2023,Total population of concern to UNHCR (number),6748413.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2005,International migrant stock: Both sexes (number),3281115.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2005,International migrant stock: Both sexes (% total population),71.5,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2005,International migrant stock: Male (% total Population),74.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2005,International migrant stock: Female (% total Population),65.7,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2005,Total refugees and people in refugee-like situations (number),104.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2005,"Asylum seekers, including pending cases (number)",79.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2005,Total population of concern to UNHCR (number),183.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2010,International migrant stock: Both sexes (number),7316697.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2010,International migrant stock: Both sexes (% total population),85.6,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2010,International migrant stock: Male (% total Population),85.4,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2010,International migrant stock: Female (% total Population),86.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2010,Total refugees and people in refugee-like situations (number),538.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2010,"Asylum seekers, including pending cases (number)",86.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2010,Total population of concern to UNHCR (number),624.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2015,International migrant stock: Both sexes (number),7995126.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2015,International migrant stock: Both sexes (% total population),86.3,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2015,International migrant stock: Male (% total Population),90.3,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2015,International migrant stock: Female (% total Population),76.8,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2015,Total refugees and people in refugee-like situations (number),424.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2015,"Asylum seekers, including pending cases (number)",378.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2015,Total population of concern to UNHCR (number),802.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
784,United Arab Emirates,2020,International migrant stock: Both sexes (number),8716332.0,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2020,International migrant stock: Both sexes (% total population),88.1,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
784,United Arab Emirates,2020,International migrant stock: Male (% total Population),93.9,Including refugees.;Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
